phen,Num,log10Num,num_seg,C_score,Nloci
0.5,15504,4.19044375970669,31,23.5508962746571,2%
0.4,38760,4.58838376837873,39,17.0936879985123,2%
0.4,38760,4.58838376837873,35,18.3491118258479,2%
0.5,15504,4.19044375970669,37,24.2819965058176,2%
0.5,15504,4.19044375970669,36,21.3280533767643,2%
0.5,15504,4.19044375970669,32,19.040561169265,2%
0.5,15504,4.19044375970669,38,14.8045426940165,2%
0.6,4845,3.68529378138678,36,19.4355074454311,2%
0.6,4845,3.68529378138678,40,17.4209819101876,2%
0.5,15504,4.19044375970669,30,19.7394981233842,2%
0.4,38760,4.58838376837873,26,12.845708169313,2%
0.5,15504,4.19044375970669,28,21.778294418848,2%
0.5,15504,4.19044375970669,27,17.1293290747891,2%
0.5,15504,4.19044375970669,23,16.2699096707236,2%
0.5,15504,4.19044375970669,29,17.5101644257293,2%
0.6,4845,3.68529378138678,27,22.083321539914,2%
0.6,4845,3.68529378138678,31,24.577236517824,2%
0.4,38760,4.58838376837873,34,15.1179752665955,2%
0.5,15504,4.19044375970669,36,14.9508338338267,2%
0.5,15504,4.19044375970669,35,20.5400917258692,2%
0.5,15504,4.19044375970669,31,10.0732138866435,2%
0.5,15504,4.19044375970669,37,17.2015730383617,2%
0.5,15504,4.19044375970669,35,19.6918368894244,2%
0.5,15504,4.19044375970669,39,22.8719564407795,2%
0.4,38760,4.58838376837873,32,18.9768135252871,2%
